num,time
9277,0.000010
9281,0.000010
9285,0.000010
9296,0.000010
9300,0.000010
9318,0.000010
9322,0.000010
9326,0.000010
9330,0.000010
9335,0.000010
9339,0.000010
9346,0.000010
9355,0.000010
9366,0.000010
9370,0.000010
9374,0.000010
9378,0.000010
9382,0.000010
9389,0.000010
9399,0.000010
9401,0.000010
9403,0.000010
9408,0.000010
9409,0.000010
9411,0.000010
9413,0.000010
9415,0.000010
9417,0.000010
9423,0.000010
9425,0.000010
9429,0.000010
9437,0.000010
9441,0.000010
9445,0.000010
9448,0.000010
9453,0.000010
9456,0.000010
9460,0.000010
9463,0.000010
9467,0.000010
9471,0.000010
9475,0.000010
9487,0.000010
9494,0.000010
9498,0.000010
9506,0.000010
9510,0.000010
9517,0.000010
9521,0.000010
9525,0.000010
9532,0.000010
9545,0.000005
9572,0.000010
9576,0.000010
9587,0.000010
9599,0.000010
9603,0.000010
9619,0.000010
9626,0.000010
9630,0.000010
9641,0.000010
9649,0.000010
9652,0.000010
9661,0.000010
9668,0.000010
9672,0.000010
9676,0.000013
9679,0.000008
9683,0.000010
9691,0.000010
9698,0.000010
9702,0.000010
9706,0.000010
9710,0.000010
9723,0.000010
9728,0.000010
9731,0.000010
9740,0.000010
9745,0.000012
9755,0.000010
9759,0.000010
9766,0.000010
9770,0.000010
9774,0.000010
9778,0.000010
9782,0.000010
9786,0.000010
9790,0.000010
9797,0.000010
9801,0.000010
9806,0.000014
9823,0.000008
9827,0.000010
9831,0.000010
9835,0.000010
9843,0.000010
9847,0.000010
9851,0.000010
9855,0.000010
9858,0.000010
9862,0.000010
9866,0.000010
9870,0.000012
9874,0.000010
9880,0.000010
9883,0.000010
9886,0.000010
9890,0.000010
9894,0.000010
9906,0.000010
9910,0.000010
9914,0.000010
9918,0.000010
9922,0.000010
9933,0.000010
9937,0.000010
9940,0.000010
9953,0.000010
9961,0.000010
9965,0.000010
9969,0.000010
9973,0.000010
9977,0.000010
9981,0.000010
9993,0.000010
9998,0.000012
